ID,Start,End,Speaker,Text,Source
686,19:42,19:42,Perrin,"Yeah,",session04-part00.m4a.csv
687,19:42,19:45,Perrin,"I would probably bring the group somewhere that's,",session04-part00.m4a.csv
688,19:45,19:45,Perrin,"like,",session04-part00.m4a.csv
689,19:45,19:47,Perrin,"not a completely Rattkin area,",session04-part00.m4a.csv
690,19:48,19:48,Perrin,"just kind of,",session04-part00.m4a.csv
691,19:48,19:48,Perrin,"like,",session04-part00.m4a.csv
692,19:48,19:52,Perrin,decent area that's a tavern that I know that's...,session04-part00.m4a.csv
693,19:52,19:52,DM,"Yeah,",session04-part00.m4a.csv
694,19:52,19:53,DM,you're not going down into The Warren.,session04-part00.m4a.csv
695,19:54,19:55,DM,"You're staying in Le Le Paludi,",session04-part00.m4a.csv
696,19:55,19:56,DM,staying in Calveno.,session04-part00.m4a.csv
697,19:56,19:58,DM,"It's an area kind of,",session04-part00.m4a.csv
698,19:58,19:58,DM,"like,",session04-part00.m4a.csv
699,19:58,19:59,DM,in between.,session04-part00.m4a.csv
700,20:00,20:01,DM,Let's say it's like...,session04-part00.m4a.csv
701,20:01,20:02,DM,"Yeah,",session04-part00.m4a.csv
702,20:02,20:03,DM,so you are aware of a tavern.,session04-part00.m4a.csv
703,20:04,20:08,DM,"It's fairly close to actually where you guys have your shit moored,",session04-part00.m4a.csv
704,20:08,20:09,DM,called the Ponte Bassa.,session04-part00.m4a.csv
705,20:10,20:14,DM,It's a cheap dive bar of a tavern.,session04-part00.m4a.csv
706,20:15,20:16,DM,"Cheap beer,",session04-part00.m4a.csv
707,20:16,20:17,DM,"fried food,",session04-part00.m4a.csv
708,20:17,20:19,DM,loud music all night.,session04-part00.m4a.csv
709,20:19,20:20,DM,It's a bit of a party place.,session04-part00.m4a.csv
710,20:21,20:22,DM,So it's the whistle stop.,session04-part00.m4a.csv
711,20:22,20:22,DM,"It's the whistle,",session04-part00.m4a.csv
712,20:22,20:23,DM,yeah.,session04-part00.m4a.csv
713,20:23,20:23,Speaker 1,"Yeah,",session04-part00.m4a.csv
714,20:24,20:24,DM,"I know a place,",session04-part00.m4a.csv
715,20:24,20:24,DM,see?,session04-part00.m4a.csv
716,20:25,20:25,DM,"Follow me,",session04-part00.m4a.csv
717,20:25,20:26,DM,eh?,session04-part00.m4a.csv
718,20:26,20:32,DM,It is used by Nona and the run as a kind of safe entrance.,session04-part00.m4a.csv
719,20:32,20:36,DM,All the activity going in and out hides people going in and using it as an entrance.,session04-part00.m4a.csv
720,20:37,20:37,DM,A front.,session04-part00.m4a.csv
721,20:37,20:37,DM,"Yeah,",session04-part00.m4a.csv
722,20:38,20:38,DM,it's a front.,session04-part00.m4a.csv
723,20:39,20:41,DM,"But it's a place that you know is safe,",session04-part00.m4a.csv
724,20:41,20:43,DM,and it might be a little loud and dingy sometimes.,session04-part00.m4a.csv
725,20:44,20:44,DM,That's fine.,session04-part00.m4a.csv
726,20:44,20:45,DM,Perrin likes that.,session04-part00.m4a.csv
727,20:45,20:46,DM,"Sticky floors,",session04-part00.m4a.csv
728,20:46,20:47,DM,but it's a good bar.,session04-part00.m4a.csv
729,20:48,20:50,DM,I think Perrin will feel right at home.,session04-part00.m4a.csv
730,20:50,20:51,Speaker 1,Ponte Bassa.,session04-part00.m4a.csv
731,20:51,20:52,Delmar,Ponte Bassa.,session04-part00.m4a.csv
732,20:52,20:52,Delmar,All right.,session04-part00.m4a.csv
733,20:52,20:52,Delmar,Yeah.,session04-part00.m4a.csv
734,20:53,20:55,Delmar,"So like an anchor or something like that,",session04-part00.m4a.csv
735,20:55,20:56,Delmar,"probably for an icon,",session04-part00.m4a.csv
736,20:56,20:57,Delmar,or is it just Ponte Bassa?,session04-part00.m4a.csv
737,20:58,21:00,DM,"For like the logo,",session04-part00.m4a.csv
738,21:00,21:00,DM,or?,session04-part00.m4a.csv
739,21:05,21:36,Delmar,okay okay good i just i wasn't even had a sip of beer i i chose the ones i chose knowing the possibilities i'm reading now to see if that's come up actually because i forgot about that and i'm just making sure because uh all right uh okay yeah um so as you guys are walking there it's only about a five ten minute walk uh and walking and talk uh uh please Crissdalynn tell Tell me about the pilgrimage and tell me about the wrecking.,session04-part00.m4a.csv
740,21:36,21:38,DM,I'm so glad you're alive.,session04-part00.m4a.csv
741,21:39,21:40,DM,"After I heard about the wreck,",session04-part00.m4a.csv
742,21:40,21:42,DM,I thought I'd sent my apprentice to the death.,session04-part00.m4a.csv
743,21:43,21:43,Crissdalyn,"I mean,",session04-part00.m4a.csv
744,21:43,21:44,Crissdalyn,"it was pretty close,",session04-part00.m4a.csv
745,21:44,21:45,Crissdalyn,"not going to lie,",session04-part00.m4a.csv
746,21:45,21:46,Crissdalyn,Master Kyzil.,session04-part00.m4a.csv
747,21:47,21:48,Speaker 1,I'm sorry.,session04-part00.m4a.csv
748,21:50,21:51,Crissdalyn,"But we survived,",session04-part00.m4a.csv
749,21:52,21:53,Crissdalyn,and I pulled this one out of the water.,session04-part00.m4a.csv
750,21:54,21:56,DM,It is why I gave you that pilgrimage.,session04-part00.m4a.csv
751,21:57,21:59,DM,To pull him out of the water?,session04-part00.m4a.csv
752,21:59,21:59,Speaker 1,No.,session04-part00.m4a.csv
753,22:00,22:05,DM,But I knew that the hardest pilgrimage in the Eyrie history could be done by you.,session04-part00.m4a.csv
754,22:05,22:05,DM,Mr.,session04-part00.m4a.csv
755,22:06,22:06,Delmar,"Tabarnack,",session04-part00.m4a.csv
756,22:06,22:07,Delmar,they don't know.,session04-part00.m4a.csv
757,22:07,22:08,Delmar,That was an understatement.,session04-part00.m4a.csv
758,22:08,22:10,Delmar,You've yet to talk about that.,session04-part00.m4a.csv
759,22:10,22:11,Delmar,How was your program?,session04-part00.m4a.csv
760,22:11,22:12,Delmar,"Oh,",session04-part00.m4a.csv
761,22:12,22:14,Crissdalyn,I don't have it with me.,session04-part00.m4a.csv
762,22:14,22:15,Crissdalyn,It's still on the boat.,session04-part00.m4a.csv
763,22:15,22:17,Crissdalyn,But I got most of them back.,session04-part00.m4a.csv
764,22:18,22:20,Crissdalyn,I forgot my backpack wasn't on me.,session04-part00.m4a.csv
765,22:22,22:23,Crissdalyn,This is very Crissdalynn.,session04-part00.m4a.csv
766,22:23,22:23,Crissdalyn,"Yeah,",session04-part00.m4a.csv
767,22:23,22:24,Crissdalyn,of course.,session04-part00.m4a.csv
768,22:24,22:24,Crissdalyn,"Oh,",session04-part00.m4a.csv
769,22:24,22:25,Crissdalyn,"no,",session04-part00.m4a.csv
770,22:25,22:25,Crissdalyn,it's not.,session04-part00.m4a.csv
771,22:25,22:25,Crissdalyn,"Well,",session04-part00.m4a.csv
772,22:26,22:28,DM,I am glad.,session04-part00.m4a.csv
773,22:29,22:30,DM,So you're not...,session04-part00.m4a.csv
774,22:30,22:31,DM,You're hearing about this.,session04-part00.m4a.csv
775,22:31,22:32,DM,"You still have more to do,",session04-part00.m4a.csv
776,22:32,22:32,DM,I assume.,session04-part00.m4a.csv
777,22:33,22:34,Crissdalyn,I was close.,session04-part00.m4a.csv
778,22:35,22:36,Crissdalyn,I almost finished it.,session04-part00.m4a.csv
779,22:37,22:39,Crissdalyn,"And then the maw opened and,",session04-part00.m4a.csv
780,22:39,22:39,Crissdalyn,well...,session04-part00.m4a.csv
781,22:40,22:40,Speaker 1,Yes.,session04-part00.m4a.csv
782,22:41,22:44,Crissdalyn,And she just trails off looking down at the ground.,session04-part00.m4a.csv
783,22:44,22:44,Crissdalyn,Anyway.,session04-part00.m4a.csv
784,22:45,22:46,Crissdalyn,It's been...,session04-part00.m4a.csv
785,22:48,22:50,DM,The weather's been odd since then.,session04-part00.m4a.csv
786,22:50,22:52,DM,We knew something was up.,session04-part00.m4a.csv
787,22:52,22:53,DM,We heard about the wreck.,session04-part00.m4a.csv
788,22:54,22:55,Speaker 1,We heard about...,session04-part00.m4a.csv
789,22:56,22:56,DM,"I mean,",session04-part00.m4a.csv
790,22:56,22:57,DM,some of our sentinels saw it.,session04-part00.m4a.csv
791,23:00,23:15,DM,but since then it's been very odd the maw's been unruly it's been dangerous I sense something foul from the south coming and I can't tell what it is in any sense did someone fart?,session04-part00.m4a.csv
792,23:16,23:28,Delmar,it's a foul wind for sure despite the puns Delmar like before the waitress is even up to our table he pulls the flask out part?,session04-part00.m4a.csv
793,23:28,23:30,Crissdalyn,Many parts on the way.,session04-part00.m4a.csv
794,23:32,23:37,Delmar,"Delmar would be absolutely used to Chris and misunderstanding or just saying something like he pulls a flask,",session04-part00.m4a.csv
795,23:38,23:41,Delmar,"pulls and takes a swig from his flask even before the waitress comes,",session04-part00.m4a.csv
796,23:41,23:43,Delmar,like something Delmar normally would not do kind of thing.,session04-part00.m4a.csv
797,23:45,23:46,Delmar,"And then while this conversation is going,",session04-part00.m4a.csv
798,23:46,23:52,Delmar,"Delmar will flag down a waitress and have her bring wine for everyone unless,",session04-part00.m4a.csv
799,23:52,23:57,Delmar,would he have drank wine or would he have been abstaining?,session04-part00.m4a.csv
800,23:57,23:58,Delmar,in any way.,session04-part00.m4a.csv
801,24:02,24:03,Delmar,He is abstaining.,session04-part00.m4a.csv
802,24:03,24:13,Delmar,"It would have been like a let's say a flagging of just I mean,",session04-part00.m4a.csv
803,24:13,24:14,Delmar,you guys can drink.,session04-part00.m4a.csv
804,24:14,24:14,Delmar,"Water,",session04-part00.m4a.csv
805,24:15,24:15,Delmar,"I guess,",session04-part00.m4a.csv
806,24:15,24:16,Delmar,"or juice,",session04-part00.m4a.csv
807,24:16,24:18,Delmar,or what would an owl want?,session04-part00.m4a.csv
808,24:18,24:19,Delmar,"Probably just water,",session04-part00.m4a.csv
809,24:19,24:19,Delmar,right?,session04-part00.m4a.csv
810,24:19,24:20,Delmar,"Tiny birds,",session04-part00.m4a.csv
811,24:20,24:21,Delmar,or tiny rodents.,session04-part00.m4a.csv
812,24:23,24:24,Delmar,I get you.,session04-part00.m4a.csv
813,24:24,24:25,Delmar,I get you.,session04-part00.m4a.csv
814,24:26,24:34,Delmar,I get you whatever the equivalent of mice sliders is.,session04-part00.m4a.csv
815,24:36,24:38,Delmar,I think mice are sliders.,session04-part00.m4a.csv
816,24:39,24:40,Delmar,"Not rat,",session04-part00.m4a.csv
817,24:40,24:40,Delmar,mice.,session04-part00.m4a.csv
818,24:42,24:43,Delmar,Rats are murder.,session04-part00.m4a.csv
819,24:43,24:44,Delmar,Wine for you.,session04-part00.m4a.csv
820,24:45,24:46,Delmar,Beer for you.,session04-part00.m4a.csv
821,24:47,24:48,Delmar,Ale for us.,session04-part00.m4a.csv
822,24:49,24:50,Delmar,Karen drinks a good old whiskey.,session04-part00.m4a.csv
823,24:51,24:51,Speaker 1,"Oh,",session04-part00.m4a.csv
824,24:51,24:51,Speaker 1,whiskey.,session04-part00.m4a.csv
825,24:53,24:53,Delmar,"Wine,",session04-part00.m4a.csv
826,24:54,24:54,Delmar,whiskey.,session04-part00.m4a.csv
827,24:55,24:58,Perrin,What's another Prohibition-era alcoholic mission?,session04-part00.m4a.csv
828,24:58,25:00,Perrin,You would have had some alcoholic missions.,session04-part00.m4a.csv
829,25:01,25:01,Delmar,Rum.,session04-part00.m4a.csv
830,25:03,25:03,Delmar,"Then yeah,",session04-part00.m4a.csv
831,25:04,25:04,Delmar,"rum for us,",session04-part00.m4a.csv
832,25:05,25:05,Delmar,"wine,",session04-part00.m4a.csv
833,25:06,25:06,Delmar,"whiskey,",session04-part00.m4a.csv
834,25:06,25:07,Delmar,and...,session04-part00.m4a.csv
835,25:07,25:08,Delmar,I'm probably having rum too.,session04-part00.m4a.csv
836,25:08,25:09,Delmar,That makes more sense.,session04-part00.m4a.csv
837,25:10,25:10,Delmar,Water and alcohol.,session04-part00.m4a.csv
838,25:13,25:14,DM,Proprietor of this tavern.,session04-part00.m4a.csv
839,25:15,25:16,DM,"A wide-shouldered,",session04-part00.m4a.csv
840,25:16,25:17,DM,short-shouldered woman.,session04-part00.m4a.csv
841,25:19,25:19,DM,"Okay,",session04-part00.m4a.csv
842,25:20,25:20,DM,okay.,session04-part00.m4a.csv
843,25:20,25:21,DM,Drinks for all.,session04-part00.m4a.csv
844,25:24,25:26,DM,How about I don't have any sliders.,session04-part00.m4a.csv
845,25:26,25:27,DM,"I don't,",session04-part00.m4a.csv
846,25:27,25:27,DM,"I'm not,",session04-part00.m4a.csv
847,25:28,25:28,DM,"that's,",session04-part00.m4a.csv
848,25:28,25:29,DM,I've never.,session04-part00.m4a.csv
849,25:29,25:30,DM,"I would look to,",session04-part00.m4a.csv
850,25:30,25:32,Delmar,I would look to Kyzil and.,session04-part00.m4a.csv
851,25:33,25:33,Delmar,"Sure,",session04-part00.m4a.csv
852,25:33,25:33,Delmar,"sure,",session04-part00.m4a.csv
853,25:34,25:34,Delmar,absolutely.,session04-part00.m4a.csv
854,25:35,25:35,Delmar,"Yeah,",session04-part00.m4a.csv
855,25:35,25:36,Delmar,and then I would.,session04-part00.m4a.csv
856,25:36,25:38,DM,I feel eating mouse would be a little rude and pernick.,session04-part00.m4a.csv
857,25:38,25:39,Perrin,"Yeah,",session04-part00.m4a.csv
858,25:39,25:39,Perrin,what did you say?,session04-part00.m4a.csv
859,25:39,25:40,Perrin,Mouse sliders?,session04-part00.m4a.csv
860,25:41,25:42,Perrin,What the hell?,session04-part00.m4a.csv
861,25:43,25:44,Delmar,"I apologize,",session04-part00.m4a.csv
862,25:44,25:44,Delmar,Mr.,session04-part00.m4a.csv
863,25:44,25:45,Delmar,Perrin.,session04-part00.m4a.csv
864,25:45,25:49,Delmar,I just assumed you were not as close with mice folk as you.,session04-part00.m4a.csv
865,25:49,25:50,Delmar,It's not that.,session04-part00.m4a.csv
866,25:51,25:53,Delmar,I apologize for the assumption.,session04-part00.m4a.csv
867,25:54,25:54,Delmar,"Yes,",session04-part00.m4a.csv
868,25:54,25:55,Delmar,please.,session04-part00.m4a.csv
869,25:55,25:55,Delmar,"Oh,",session04-part00.m4a.csv
870,25:55,25:56,Delmar,"good,",session04-part00.m4a.csv
871,25:56,25:56,Delmar,brother.,session04-part00.m4a.csv
872,25:56,25:57,Delmar,"We're in Calveno,",session04-part00.m4a.csv
873,25:57,25:57,Delmar,see?,session04-part00.m4a.csv
874,25:58,25:59,Delmar,That's not appropriate.,session04-part00.m4a.csv
875,26:00,26:01,Delmar,I must apologize.,session04-part00.m4a.csv
876,26:02,26:02,Delmar,"This is,",session04-part00.m4a.csv
877,26:02,26:03,Delmar,"believe it or not,",session04-part00.m4a.csv
878,26:03,26:04,Delmar,my first time actually eating here.,session04-part00.m4a.csv
879,26:04,26:05,Delmar,You just ordered sushi in Atlanta.,session04-part00.m4a.csv
880,26:06,26:07,Delmar,Water under the bridge.,session04-part00.m4a.csv
881,26:07,26:08,Delmar,See?,session04-part00.m4a.csv
882,26:09,26:10,Delmar,"And then,",session04-part00.m4a.csv
883,26:10,26:12,Delmar,you know what?,session04-part00.m4a.csv
884,26:12,26:12,Delmar,Screw it.,session04-part00.m4a.csv
885,26:12,26:13,Delmar,I'll go hard.,session04-part00.m4a.csv
886,26:15,26:16,Delmar,Shakuri platter of cheese.,session04-part00.m4a.csv
887,26:19,26:21,Delmar,Cheese is the meat.,session04-part00.m4a.csv
888,26:24,26:49,Jean Claude,"maybe some some dried fish in there i would check with uh mr Tabarnack uh about instead of making the assumption mistake that i just made um about what you would like to eat and then honestly we haven't really um established like we talked talked a little bit about it but well like i imagine like throughout the day i fucking i'm eating bugs yeah yeah yeah okay but they don't really fill me up it's just like,",session04-part00.m4a.csv
889,26:49,26:50,Jean Claude,"you know,",session04-part00.m4a.csv
890,26:50,26:51,Jean Claude,they're little guys.,session04-part00.m4a.csv
891,26:51,26:51,Speaker 1,That's our goal.,session04-part00.m4a.csv
892,26:55,26:57,DM,"I'll just tell you guys what's on the menu first,",session04-part00.m4a.csv
893,26:58,26:58,DM,okay?,session04-part00.m4a.csv
894,26:59,27:00,DM,"We got fish broth,",session04-part00.m4a.csv
895,27:01,27:01,DM,"eel,",session04-part00.m4a.csv
896,27:02,27:03,DM,"I got the meat plate for you there,",session04-part00.m4a.csv
897,27:04,27:04,DM,"wine,",session04-part00.m4a.csv
898,27:05,27:05,DM,"rum,",session04-part00.m4a.csv
899,27:05,27:06,DM,"spirits,",session04-part00.m4a.csv
900,27:06,27:10,DM,"and if you need a bed,",session04-part00.m4a.csv
901,27:10,27:13,DM,we can give it to you for about two silver a night.,session04-part00.m4a.csv
902,27:13,27:13,DM,I will eat the bed.,session04-part00.m4a.csv
903,27:16,27:17,Jean Claude,I take some eel.,session04-part00.m4a.csv
904,27:18,27:23,Jean Claude,I imagine the Grung probably have a fairly seafood-based diet.,session04-part00.m4a.csv
905,27:23,27:24,Jean Claude,"I mean,",session04-part00.m4a.csv
906,27:24,27:27,Jean Claude,anything on the island would have to have some form of seafood-based diet.,session04-part00.m4a.csv
907,27:27,27:27,Jean Claude,"Exactly,",session04-part00.m4a.csv
908,27:27,27:27,Jean Claude,right?,session04-part00.m4a.csv
909,27:27,27:27,Jean Claude,Yeah.,session04-part00.m4a.csv
910,27:28,27:28,Jean Claude,"Also,",session04-part00.m4a.csv
911,27:28,27:29,Jean Claude,"this is a bit of digression,",session04-part00.m4a.csv
912,27:29,27:31,Jean Claude,but it's interesting because we are talking about rum and stuff.,session04-part00.m4a.csv
913,27:32,27:35,Jean Claude,Do you guys know where the term proof comes from regarding alcohol?,session04-part00.m4a.csv
914,27:35,27:35,Jean Claude,I don't.,session04-part00.m4a.csv
915,27:36,27:40,Jean Claude,So during like pirate times and stuff.,session04-part00.m4a.csv
916,27:40,27:41,Jean Claude,Can you help me with my kayak?,session04-part00.m4a.csv
917,27:42,27:42,Crissdalyn,"Yeah,",session04-part00.m4a.csv
918,27:42,27:43,Crissdalyn,sure.,session04-part00.m4a.csv
919,27:43,27:43,Crissdalyn,But not a rush.,session04-part00.m4a.csv
920,27:43,27:45,Crissdalyn,Just whenever you're taking a break.,session04-part00.m4a.csv
921,27:46,27:46,Jean Claude,"So what they do,",session04-part00.m4a.csv
922,27:46,27:47,Jean Claude,"what proof meant,",session04-part00.m4a.csv
923,27:47,27:47,Jean Claude,"is when,",session04-part00.m4a.csv
924,27:47,27:48,Jean Claude,"like,",session04-part00.m4a.csv
925,27:48,27:53,Jean Claude,it was the proof that the rum had a high enough alcohol content.,session04-part00.m4a.csv
926,27:53,27:53,Jean Claude,Yeah.,session04-part00.m4a.csv
927,27:53,27:56,Jean Claude,"So they would take a bit of gunpowder and put it,",session04-part00.m4a.csv
928,27:56,27:56,Jean Claude,"like,",session04-part00.m4a.csv
929,27:56,27:57,Jean Claude,out on a piece of wood.,session04-part00.m4a.csv
930,27:57,27:57,Jean Claude,Yeah.,session04-part00.m4a.csv
931,27:57,27:58,Jean Claude,Put rum on it.,session04-part00.m4a.csv
932,27:58,28:00,Jean Claude,"And if the gunpowder still lit to a flame,",session04-part00.m4a.csv
933,28:00,28:02,Jean Claude,that was proof that it was a high enough.,session04-part00.m4a.csv
934,28:02,28:03,Jean Claude,Yeah.,session04-part00.m4a.csv
935,28:03,28:03,Jean Claude,It was good shit.,session04-part00.m4a.csv
936,28:03,28:04,Jean Claude,It wasn't working out.,session04-part00.m4a.csv
937,28:04,28:04,Jean Claude,Yeah.,session04-part00.m4a.csv
938,28:04,28:05,Jean Claude,Cool.,session04-part00.m4a.csv
939,28:05,28:06,Jean Claude,That's what 100 proof means.,session04-part00.m4a.csv
940,28:06,28:07,Jean Claude,"It's like,",session04-part00.m4a.csv
941,28:07,28:09,Jean Claude,"so 100 proof is around 40% alcohol,",session04-part00.m4a.csv
942,28:09,28:11,Jean Claude,meaning it can still light.,session04-part00.m4a.csv
943,28:11,28:11,Jean Claude,Yeah.,session04-part00.m4a.csv
944,28:12,28:12,Perrin,"Oh,",session04-part00.m4a.csv
945,28:12,28:12,Perrin,wow.,session04-part00.m4a.csv
946,28:12,28:13,Perrin,Yeah.,session04-part00.m4a.csv
947,28:13,28:13,Perrin,"So,",session04-part00.m4a.csv
948,28:13,28:15,Perrin,"just for context,",session04-part00.m4a.csv
949,28:15,28:18,Perrin,adult frogs are primarily carnivorous insectivores.,session04-part00.m4a.csv
950,28:20,28:20,Perrin,"Spiders,",session04-part00.m4a.csv
951,28:20,28:20,Perrin,"worms,",session04-part00.m4a.csv
952,28:21,28:21,Perrin,"snails,",session04-part00.m4a.csv
953,28:21,28:22,Perrin,and slugs as well.,session04-part00.m4a.csv
954,28:23,28:25,Perrin,"Some really large species will consume,",session04-part00.m4a.csv
955,28:25,28:25,Perrin,"like,",session04-part00.m4a.csv
956,28:25,28:25,Perrin,"mice,",session04-part00.m4a.csv
957,28:25,28:25,Perrin,"rats,",session04-part00.m4a.csv
958,28:25,28:26,Perrin,"birds,",session04-part00.m4a.csv
959,28:26,28:26,Perrin,reptiles.,session04-part00.m4a.csv
960,28:26,28:27,Perrin,But that's very...,session04-part00.m4a.csv
961,28:27,28:27,Perrin,"So,",session04-part00.m4a.csv
962,28:28,28:28,Jean Claude,it's like me.,session04-part00.m4a.csv
963,28:28,28:29,Jean Claude,Carnivore.,session04-part00.m4a.csv
964,28:29,28:30,Jean Claude,Eel is fine.,session04-part00.m4a.csv
965,28:30,28:30,Jean Claude,Primarily.,session04-part00.m4a.csv
966,28:30,28:34,Delmar,Eel is not that far from slug in terms of shape and probably consistency.,session04-part00.m4a.csv
967,28:34,28:35,Delmar,Exactly.,session04-part00.m4a.csv
968,28:35,28:36,Delmar,Just sea slug.,session04-part00.m4a.csv
969,28:36,28:37,Delmar,But meat.,session04-part00.m4a.csv
970,28:37,28:37,Delmar,"Yeah,",session04-part00.m4a.csv
971,28:37,28:38,Delmar,"he's a carnivore,",session04-part00.m4a.csv
972,28:38,28:38,Delmar,basically.,session04-part00.m4a.csv
973,28:38,28:38,Delmar,"Yeah,",session04-part00.m4a.csv
974,28:38,28:39,Delmar,he eats meat.,session04-part00.m4a.csv
975,28:39,28:39,Delmar,What?,session04-part00.m4a.csv
976,28:40,28:41,DM,"I'm just like,",session04-part00.m4a.csv
977,28:41,28:41,DM,how do you know that?,session04-part00.m4a.csv
978,28:43,28:45,DM,How do you know that eel and slug taste basically the same?,session04-part00.m4a.csv
979,28:45,28:46,DM,I've had both.,session04-part00.m4a.csv
980,28:46,28:46,DM,"Oh,",session04-part00.m4a.csv
981,28:46,28:46,DM,"shit,",session04-part00.m4a.csv
982,28:46,28:47,DM,really?,session04-part00.m4a.csv
983,28:47,28:48,DM,Okay.,session04-part00.m4a.csv
984,28:48,28:48,DM,"Oh,",session04-part00.m4a.csv
985,28:48,28:49,Delmar,no.,session04-part00.m4a.csv
986,28:49,28:50,Delmar,That's fucking fruity.,session04-part00.m4a.csv
987,28:50,28:52,Delmar,"If it's something I haven't tried before,",session04-part00.m4a.csv
988,28:52,28:52,Delmar,yeah.,session04-part00.m4a.csv
989,28:53,28:54,Perrin,That's the best answer for everybody.,session04-part00.m4a.csv
990,28:54,28:54,Perrin,"You're like,",session04-part00.m4a.csv
991,28:55,28:55,Perrin,what do you know?,session04-part00.m4a.csv
992,28:55,28:57,Perrin,"You've tried eel and slug,",session04-part00.m4a.csv
993,28:57,28:57,Perrin,"and you're like,",session04-part00.m4a.csv
994,28:57,28:58,Perrin,yeah.,session04-part00.m4a.csv
995,28:58,28:59,Perrin,I actually really like eel.,session04-part00.m4a.csv
996,28:59,29:00,Delmar,"No,",session04-part00.m4a.csv
997,29:00,29:00,Delmar,no.,session04-part00.m4a.csv
998,29:01,29:01,Delmar,"Oh,",session04-part00.m4a.csv
999,29:01,29:01,Perrin,shit.,session04-part00.m4a.csv
1000,29:01,29:01,Perrin,All right.,session04-part00.m4a.csv
1001,29:02,29:02,Perrin,Okay.,session04-part00.m4a.csv
1002,29:02,29:04,Delmar,I've enjoyed many an eel on social.,session04-part00.m4a.csv
1003,29:04,29:06,Delmar,But we did camping everywhere.,session04-part00.m4a.csv
1004,29:07,29:08,Delmar,"My parents are like,",session04-part00.m4a.csv
1005,29:08,29:08,Delmar,"well,",session04-part00.m4a.csv
1006,29:08,29:11,Delmar,"we can get into national parks all the time,",session04-part00.m4a.csv
1007,29:11,29:13,Delmar,and then we'd go to all these different places.,session04-part00.m4a.csv
1008,29:13,29:15,Delmar,"So the one year we went to Florida,",session04-part00.m4a.csv
1009,29:15,29:19,Delmar,that's when I tried a bunch of weird fucking shit because you can try just about anything down in fucking Florida.,session04-part00.m4a.csv
1010,29:20,29:20,Delmar,"Datertail,",session04-part00.m4a.csv
1011,29:20,29:21,Delmar,very good.,session04-part00.m4a.csv
1012,29:21,29:22,Delmar,"It literally tastes like chicken,",session04-part00.m4a.csv
1013,29:22,29:24,Delmar,but chewier version of chicken.,session04-part00.m4a.csv
1014,29:26,29:26,Delmar,"Seasoned,",session04-part00.m4a.csv
1015,29:26,29:26,Delmar,"right,",session04-part00.m4a.csv
1016,29:27,29:28,Delmar,it's damn good.,session04-part00.m4a.csv
1017,29:28,29:29,Delmar,Frog legs are delicious down there.,session04-part00.m4a.csv
1018,29:30,29:31,Delmar,The food stuff is good.,session04-part00.m4a.csv
1019,29:32,29:32,Delmar,"But yeah,",session04-part00.m4a.csv
1020,29:32,29:35,Delmar,you can get fucking fried slugs.,session04-part00.m4a.csv
1021,29:35,29:36,Delmar,Ooh.,session04-part00.m4a.csv
1022,29:37,29:39,Delmar,I've had escargot before.,session04-part00.m4a.csv
1023,29:39,29:40,Jean Claude,It's pretty much the same thing.,session04-part00.m4a.csv
1024,29:41,29:59,Delmar, it's not to my crunchy fried or it wasn't it was rubbery like eel yeah it was it was closer to that because it's just like it's the slug is kind of I mean the slug has the slug consistency it's like you're eating you eat a fried pickle and it's you still get the crunch of the pickle kind of thing but it's a little,session04-part00.m4a.csv
1025,30:00,30:00,Delmar,"softer,",session04-part01.m4a.csv
1026,30:00,30:03,Delmar,but like the breading is really what's fried.,session04-part01.m4a.csv
1027,30:03,30:03,Delmar,"Yeah,",session04-part01.m4a.csv
1028,30:03,30:04,Delmar,"yeah,",session04-part01.m4a.csv
1029,30:04,30:04,Delmar,yeah.,session04-part01.m4a.csv
1030,30:04,30:05,Delmar,"I was thinking it that way,",session04-part01.m4a.csv
1031,30:05,30:08,Delmar,but just like a softer fried pickle in terms of consistency.,session04-part01.m4a.csv
1032,30:08,30:08,Delmar,Yeah.,session04-part01.m4a.csv
1033,30:09,30:11,Delmar,It's not something I would necessarily want to have again.,session04-part01.m4a.csv
1034,30:13,30:14,Delmar,That's a glowing review.,session04-part01.m4a.csv
1035,30:15,30:17,Delmar,I don't think I'd ever want to.,session04-part01.m4a.csv
1036,30:17,30:17,Delmar,"But again,",session04-part01.m4a.csv
1037,30:17,30:19,Delmar,"I had it in fucking Florida,",session04-part01.m4a.csv
1038,30:19,30:20,Delmar,so...,session04-part01.m4a.csv
1039,30:20,30:21,Delmar,Probably in France.,session04-part01.m4a.csv
1040,30:22,30:24,Delmar,"Or somewhere else where they're just like,",session04-part01.m4a.csv
1041,30:24,30:24,Delmar,"you know,",session04-part01.m4a.csv
1042,30:24,30:25,Delmar,"yeah,",session04-part01.m4a.csv
1043,30:25,30:25,Delmar,"no,",session04-part01.m4a.csv
1044,30:25,30:27,Delmar,we learned how to cook this shit way better than fucking anyone else.,session04-part01.m4a.csv
1045,30:27,30:28,Delmar,"And,",session04-part01.m4a.csv
1046,30:28,30:28,Delmar,"you know,",session04-part01.m4a.csv
1047,30:28,30:31,Delmar,we eat fish eggs on the fucking regular and everything else like that.,session04-part01.m4a.csv
1048,30:31,30:31,Delmar,"So,",session04-part01.m4a.csv
1049,30:31,30:32,Delmar,you know.,session04-part01.m4a.csv
1050,30:32,30:33,Delmar,I imagine they do it well in France.,session04-part01.m4a.csv
